gre_score,toefl_score,uni_rating,sop,lor,cgpa,research,accept_status,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,accept_status_moral
317,104,2,3,3,8.76,0,1,0.183258824,0.21024,0.891673203,0.752088235,0,0.4,0.434879599,0.204653388,1
329,111,4,4.5,4,9.23,1,1,0.106861765,0.7384,0.93854902,0.897661765,0,0.9,0.619495817,0.228370602,1
324,110,3,3.5,3.5,9.04,1,1,0.138541176,0.5424,0.924535948,0.814235294,0,0.8,0.557266057,0.215675522,1
325,107,3,3,3.5,9.11,1,1,0.129191176,0.5466,0.91951634,0.791720588,0,0.766666667,0.550086318,0.213678998,1
330,116,4,5,4.5,9.45,1,1,0.082794118,0.756,0.960751634,0.953897059,0,0.966666667,0.633523965,0.236772554,1
312,103,3,3.5,4,8.78,0,1,0.194305882,0.31608,0.884660131,0.823911765,0,0.5,0.477925211,0.205384461,1
333,117,4,5,4,9.66,1,1,0.053888235,0.7728,0.973470588,0.936352941,0,0.933333333,0.629617255,0.237543345,1
304,100,2,3.5,3,8.22,0,1,0.265035294,0.19728,0.424908497,0.754029412,0,0.433333333,-0.331582031,0.176922978,0
315,105,2,3,3,8.34,0,1,0.227323529,0.20016,0.878490196,0.740117647,0,0.4,0.439469072,0.20164928,1
324,109,3,3.5,3,8.94,1,1,0.148070588,0.5364,0.918424837,0.786735294,0,0.766666667,0.551710937,0.212210859,1
330,116,4,4,3.5,9.23,1,1,0.104147059,0.7384,0.953418301,0.848397059,0,0.833333333,0.613462527,0.224677465,1
311,101,3,2,2.5,7.64,1,1,0.301164706,0.4584,0.840124183,0.644676471,0,0.633333333,0.528824488,0.189314048,1
302,99,3,2.5,3,7.45,0,0,0.338264706,0.2682,0.409705882,0.683308824,1,0.366666667,-0.274976863,0.183644956,0
322,103,4,3,2.5,8.02,1,1,0.240458824,0.6416,0.869130719,0.712264706,0,0.7,0.579965054,0.199884512,1
298,100,3,2.5,4,7.95,1,0,0.303205882,0.477,0.41746732,0.742867647,1,0.766666667,-0.360142266,0.178552729,0
297,101,3,2,4,7.67,1,0,0.330002941,0.4602,0.413699346,0.710132353,1,0.733333333,-0.356517865,0.175500332,0
300,98,1,2,2.5,8.02,0,1,0.292352941,0.09624,0.416836601,0.646088235,0,0.3,-0.29046827,0.169014701,0
301,96,1,3,4,7.56,0,0,0.330717647,0.09072,0.406882353,0.760323529,1,0.466666667,-0.239044549,0.197044979,0
313,94,2,2.5,1.5,8.13,0,0,0.251561765,0.19512,0.838973856,0.633397059,1,0.266666667,0.334846597,0.20270935,1
314,102,4,2.5,2,7.88,1,0,0.272258824,0.6304,0.853843137,0.652882353,1,0.633333333,0.491297778,0.173974908,1
317,101,3,3,2,7.94,1,0,0.259711765,0.4764,0.856006536,0.681588235,1,0.666666667,0.452425272,0.179191419,1
321,110,4,3.5,4,8.35,1,1,0.211661765,0.668,0.898594771,0.819779412,0,0.833333333,0.606450763,0.21245779,1
327,106,4,4,4.5,8.75,1,1,0.158455882,0.7,0.906699346,0.884191176,0,0.9,0.613443355,0.222182357,1
315,104,3,4,2.5,8.1,0,1,0.249558824,0.2916,0.867712418,0.759117647,0,0.433333333,0.471095076,0.198266327,1
316,103,3,3.5,2,7.68,0,0,0.286211765,0.27648,0.851915033,0.699352941,1,0.366666667,0.382510048,0.193773865,1
309,111,2,2.5,4,8.03,0,0,0.270214706,0.19272,0.878941176,0.752955882,0,0.433333333,0.452736706,0.201482078,1
308,102,2,2,3.5,7.98,1,0,0.277105882,0.3192,0.851294118,0.700970588,1,0.7,0.418104314,0.186549366,1
299,100,3,2,3,7.42,0,0,0.347476471,0.26712,0.409124183,0.655352941,1,0.333333333,-0.272087076,0.183531723,0
321,112,3,3,4.5,8.95,1,1,0.155014706,0.537,0.924150327,0.834779412,0,0.833333333,0.564426362,0.216962051,1
322,112,4,3.5,2.5,9.02,1,1,0.145752941,0.7216,0.927464052,0.762264706,0,0.733333333,0.598265708,0.213564441,1
334,119,5,4.5,5,9.54,1,1,0.062835294,0.954,0.976006536,0.959088235,0,0.966666667,0.68548488,0.244605871,1
325,114,5,4,5,9.46,1,1,0.095735294,0.946,0.950627451,0.925470588,0,0.933333333,0.680001046,0.238356058,1
323,111,5,4,5,9.86,1,1,0.0633,0.986,0.953666667,0.934,0,0.933333333,0.683511111,0.242783177,1
312,106,3,3,5,8.57,0,1,0.213576471,0.30852,0.885993464,0.843661765,0,0.533333333,0.485650257,0.206422684,1
310,101,3,3.5,5,8.65,1,1,0.211323529,0.519,0.872810458,0.869191176,0,0.9,0.569037691,0.215869968,1
316,103,2,2,4.5,8.74,0,1,0.187694118,0.20976,0.887248366,0.775852941,0,0.433333333,0.439322231,0.205605401,1
340,115,5,5,4.5,9.06,1,1,0.094,0.906,0.954777778,0.9515,0,0.966666667,0.674727407,0.239499647,1
311,104,3,4,3.5,8.13,1,1,0.256344118,0.4878,0.86479085,0.806926471,0,0.833333333,0.560270109,0.207126021,1
320,112,2,3.5,3.5,8.78,1,1,0.173647059,0.3512,0.917503268,0.804794118,0,0.8,0.513010283,0.215059734,1
324,112,4,4.5,4,9.22,1,1,0.121388235,0.7376,0.936091503,0.893735294,0,0.9,0.622186754,0.227082497,1
316,111,4,4,5,8.54,0,1,0.206282353,0.40992,0.902803922,0.895852941,0,0.6,0.524736575,0.210088,1
306,103,3,3.5,3,8.21,0,1,0.2611,0.29556,0.859777778,0.75525,0,0.433333333,0.472803407,0.196924108,1
309,105,2,2.5,4,7.68,0,0,0.302023529,0.18432,0.850607843,0.744205882,1,0.433333333,0.370723503,0.197832995,1
310,110,1,1.5,4,7.23,1,0,0.340794118,0.1446,0.850477124,0.683691176,1,0.7,0.386927625,0.195994124,1
317,106,1,1.5,3.5,7.65,1,1,0.28675,0.153,0.860228758,0.674338235,0,0.666666667,0.453941394,0.202382119,1
318,110,1,2.5,3.5,8.54,1,1,0.201258824,0.1708,0.901986928,0.747323529,0,0.733333333,0.458198083,0.213429943,1
312,105,2,1.5,3,8.46,0,1,0.223670588,0.20304,0.87954902,0.665911765,0,0.3,0.425608837,0.198392525,1
305,104,2,2.5,1.5,7.79,0,0,0.301191176,0.18696,0.847575163,0.619014706,1,0.266666667,0.3470482,0.201181973,1
332,112,1,1.5,3,8.66,1,1,0.154376471,0.1732,0.925267974,0.685617647,0,0.633333333,0.43960793,0.210535125,1
331,116,4,4.5,4.5,9.44,1,1,0.080988235,0.7552,0.961398693,0.929382353,0,0.933333333,0.628373769,0.234369665,1
321,114,5,4.5,4.5,9.16,1,1,0.135188235,0.916,0.936705882,0.915029412,0,0.933333333,0.677974118,0.233513724,1
324,113,5,4,5,9.25,1,1,0.118529412,0.925,0.939869281,0.919485294,0,0.933333333,0.677131808,0.235288508,1
328,116,5,4.5,5,9.08,1,1,0.124047059,0.908,0.946457516,0.943176471,0,0.966666667,0.680388671,0.236806917,1
327,118,4,5,5,9.67,1,1,0.069973529,0.7736,0.970699346,0.982191176,0,1,0.642381394,0.241230881,1
320,108,3,3.5,5,8.97,1,1,0.155764706,0.5382,0.91272549,0.884544118,0,0.9,0.571214248,0.221687853,1
312,109,2,2.5,4,9.02,0,1,0.172282353,0.21648,0.909326797,0.779911765,0,0.433333333,0.443216715,0.208027236,1
315,101,3,3.5,4.5,9.13,0,1,0.154132353,0.32868,0.893712418,0.859867647,0,0.533333333,0.478529351,0.210289284,1
320,112,4,3,4.5,8.86,1,1,0.166117647,0.7088,0.920169935,0.831794118,0,0.833333333,0.611900218,0.217538487,1
324,113,4,4.5,4.5,9.25,1,1,0.118529412,0.74,0.939869281,0.919485294,0,0.933333333,0.627798475,0.230054053,1
328,116,4,5,3.5,9.6,1,1,0.073882353,0.768,0.96379085,0.906176471,0,0.9,0.626006972,0.23288938,1
319,103,3,2.5,4,8.76,1,1,0.178105882,0.5256,0.890856209,0.778558824,0,0.766666667,0.548834597,0.208373448,1
310,105,2,3,3.5,8.01,0,1,0.269676471,0.19224,0.862588235,0.753191176,0,0.433333333,0.448123216,0.200214088,1
305,102,2,1.5,2.5,7.64,0,0,0.314647059,0.18336,0.837019608,0.615264706,1,0.266666667,0.346561621,0.200227309,1
299,100,2,2,2,7.88,0,0,0.307023529,0.18912,0.41679085,0.616852941,1,0.266666667,-0.234130736,0.190200172,0
295,99,1,2,1.5,7.57,0,0,0.343191176,0.09084,0.40827451,0.581161765,1,0.233333333,-0.209774458,0.195669607,0
312,100,1,3,3,8.53,1,1,0.217247059,0.1706,0.867993464,0.742661765,0,0.733333333,0.452970414,0.210244722,1
329,113,4,4,3.5,9.36,1,1,0.094282353,0.7488,0.948437908,0.850911765,0,0.833333333,0.612478344,0.225436564,1
319,105,4,4,4.5,8.66,1,1,0.187488235,0.6928,0.893078431,0.876058824,0,0.9,0.614982484,0.219281972,1
301,102,3,2.5,2,8.13,1,1,0.280255882,0.4878,0.424715686,0.649573529,0,0.633333333,-0.420704967,0.173292795,0
307,105,4,3,3,7.94,0,1,0.283064706,0.38112,0.857313725,0.724235294,0,0.4,0.495671739,0.192780112,1
304,107,3,3.5,3,7.86,0,0,0.297223529,0.28296,0.428630719,0.745029412,1,0.433333333,-0.283286153,0.185060754,0
298,97,2,2,3,7.21,0,0,0.368064706,0.17304,0.40096732,0.649367647,1,0.333333333,-0.249835285,0.188310392,0
305,96,4,3,4.5,8.26,0,0,0.259029412,0.39648,0.841019608,0.805764706,1,0.5,0.423535582,0.187081731,1
314,99,4,3.5,4.5,8.73,1,1,0.193758824,0.6984,0.873843137,0.849132353,0,0.866666667,0.608197778,0.215455502,1
318,101,5,3.5,5,8.78,1,1,0.178811765,0.878,0.884986928,0.878323529,0,0.9,0.660078867,0.224488084,1
323,110,4,4,5,8.88,1,1,0.1564,0.7104,0.918222222,0.9095,0,0.933333333,0.623432593,0.225642818,1
326,114,4,4,3.5,9.16,1,1,0.121717647,0.7328,0.941607843,0.843705882,0,0.833333333,0.613129935,0.22254121,1
320,110,5,4,4,9.27,1,1,0.127529412,0.927,0.928281046,0.867044118,0,0.866666667,0.667446318,0.229944452,1
311,103,3,2,4,8.09,0,1,0.260002941,0.29124,0.860679739,0.730926471,0,0.4,0.466986832,0.195790248,1
327,116,4,4,4.5,9.48,1,1,0.088247059,0.7584,0.958810458,0.902441176,0,0.9,0.625650632,0.231260669,1
316,102,2,4,3.5,8.15,0,1,0.242529412,0.1956,0.864803922,0.811102941,0,0.5,0.452337124,0.205127586,1
308,105,4,3,2.5,7.95,1,1,0.279823529,0.636,0.858627451,0.700220588,0,0.7,0.585204575,0.196802017,1
300,101,3,3.5,2.5,7.88,0,0,0.304705882,0.28368,0.418669935,0.717588235,1,0.4,-0.277955277,0.184459884,0
304,104,3,2.5,2,8.12,0,1,0.273976471,0.29232,0.428797386,0.651529412,0,0.3,-0.341480715,0.16396614,0
309,105,4,3.5,2,8.18,0,1,0.256582353,0.39264,0.86727451,0.706705882,0,0.366666667,0.490268967,0.193736388,1
318,103,3,4,4.5,8.49,1,1,0.205935294,0.5094,0.880875817,0.871073529,0,0.9,0.567342179,0.216718227,1
325,110,4,4.5,4,8.96,1,1,0.143529412,0.7168,0.922849673,0.887970588,0,0.9,0.61855207,0.224348309,1
321,102,3,3.5,4,9.01,1,1,0.14935,0.5406,0.898372549,0.836279412,0,0.833333333,0.557121699,0.215911163,1
323,107,4,3,2.5,8.48,1,1,0.1944,0.6784,0.896555556,0.7245,0,0.7,0.585788148,0.205351795,1
328,113,4,4,2.5,8.77,1,1,0.153952941,0.7016,0.92779085,0.785426471,0,0.766666667,0.599725795,0.214411562,1
304,103,5,5,3,7.92,0,1,0.291858824,0.4752,0.424075163,0.821529412,0,0.533333333,-0.426024749,0.18159134,0
317,106,3,3.5,3,7.89,1,1,0.264373529,0.4734,0.868228758,0.755338235,0,0.766666667,0.550027669,0.201770114,1
311,101,2,2.5,3.5,8.34,1,1,0.237135294,0.3336,0.863457516,0.737176471,0,0.733333333,0.5000922,0.202884842,1
319,102,3,2.5,2.5,8.37,0,1,0.214697059,0.30132,0.875078431,0.693808824,0,0.333333333,0.45313017,0.196792393,1
327,115,4,3.5,4,9.14,0,1,0.120947059,0.43872,0.944699346,0.843941176,0,0.5,0.508679669,0.213021138,1
322,112,3,3,4,8.62,1,1,0.183635294,0.5172,0.914130719,0.802264706,0,0.8,0.55883878,0.211879151,1
302,110,3,4,4.5,8.5,0,1,0.245,0.306,0.44248366,0.859558824,0,0.566666667,-0.379027015,0.18834205,0
307,105,2,2.5,4.5,8.12,1,1,0.266811765,0.3248,0.863313725,0.778735294,0,0.8,0.514278954,0.206875241,1
297,99,4,3,3.5,7.81,0,0,0.317773529,0.37488,0.413254902,0.738632353,1,0.433333333,-0.30866617,0.17992701,0
298,101,4,2.5,4.5,7.69,1,0,0.325994118,0.6152,0.414522876,0.761367647,1,0.8,-0.406433943,0.175775324,0
300,95,2,3,1.5,8.22,1,1,0.274705882,0.3288,0.416003268,0.651088235,0,0.633333333,-0.374622832,0.173113353,0
301,99,3,2.5,2,8.45,1,1,0.251926471,0.507,0.425882353,0.657573529,0,0.633333333,-0.419221569,0.175165149,0
332,108,5,4.5,4,9.02,1,1,0.119223529,0.902,0.926156863,0.894617647,0,0.9,0.66287085,0.231601715,1
337,117,5,5,5,9.87,1,1,0.021708824,0.987,0.984392157,0.994544118,0,1,0.691057124,0.251941473,1
330,120,5,4.5,5,9.56,1,1,0.072117647,0.956,0.975529412,0.956647059,0,0.966666667,0.68817098,0.243890112,1
312,103,4,4,5,8.43,0,1,0.226423529,0.40464,0.872993464,0.890161765,0,0.6,0.520294806,0.206934946,1
327,113,4,4.5,4.5,9.04,0,1,0.130564706,0.43392,0.935810458,0.916441176,0,0.6,0.521394004,0.217280919,1
302,102,1,2,1.5,8,0,0,0.289411765,0.096,0.423039216,0.597058824,1,0.233333333,-0.202018301,0.196958853,0
303,102,3,3.5,3,8.5,0,1,0.2425,0.306,0.431862745,0.760294118,0,0.433333333,-0.356920261,0.175546057,0
298,98,2,1.5,2.5,7.5,1,0,0.342647059,0.3,0.407189542,0.606617647,1,0.6,-0.296485839,0.1775115,0
295,93,1,2,2,7.2,0,0,0.375294118,0.0864,0.39377451,0.596911765,0,0.266666667,-0.297211242,0.165488468,0
300,97,2,3,3,8.1,1,1,0.285294118,0.324,0.416781046,0.723088235,0,0.733333333,-0.390133769,0.184168888,0
300,105,1,1,2,7.8,0,0,0.311764706,0.0936,0.422892157,0.565588235,1,0.2,-0.202115556,0.197057978,0
304,105,1,3,1.5,7.5,0,0,0.329411765,0.09,0.419852941,0.636029412,1,0.3,-0.218686275,0.195219872,0
298,99,2,4,2,7.6,0,0,0.333882353,0.1824,0.410245098,0.709117647,1,0.4,-0.255803399,0.188998346,0
300,99,1,3,2,6.8,1,0,0.4,0.136,0.397892157,0.640588235,0,0.666666667,-0.353618301,0.179879871,0
304,105,2,3,3,8.2,1,0,0.266823529,0.328,0.431519608,0.728529412,1,0.733333333,-0.310640523,0.18544375,0
301,99,2,3,2,8.22,0,1,0.272288235,0.19728,0.42204902,0.676823529,0,0.333333333,-0.31857715,0.168093532,0
296,95,2,3,2,7.54,1,0,0.343576471,0.3016,0.40270915,0.656147059,1,0.666666667,-0.305261264,0.179661504,0
294,93,1,1.5,2,7.36,0,0,0.363576471,0.08832,0.39595098,0.575176471,0,0.233333333,-0.290773438,0.163609147,0
299,97,3,5,3.5,7.66,0,0,0.326370588,0.27576,0.408957516,0.836352941,1,0.566666667,-0.301865063,0.187743345,0
298,98,2,4,3,8.03,0,0,0.296194118,0.19272,0.416022876,0.769867647,1,0.466666667,-0.260239277,0.191351253,0
301,97,2,3,3,7.88,1,0,0.302388235,0.3152,0.413604575,0.718323529,1,0.733333333,-0.311117298,0.184205241,0
303,99,3,2,2.5,7.66,0,0,0.317358824,0.27576,0.413696078,0.639294118,1,0.3,-0.263627503,0.184853721,0
304,100,4,1.5,2.5,7.84,0,0,0.299011765,0.37632,0.418575163,0.619529412,1,0.266666667,-0.2826042,0.182811821,0
304,103,5,5,4,8.64,0,1,0.227482353,0.5184,0.436075163,0.889529412,0,0.6,-0.434351024,0.192216425,0
305,108,5,3,3,8.48,0,1,0.239294118,0.5088,0.881686275,0.736264706,0,0.4,0.525509281,0.196786894,1
301,107,3,3.5,3.5,8.34,1,1,0.261664706,0.5004,0.435160131,0.779823529,0,0.8,-0.445645839,0.192078471,0
299,102,3,4,3.5,8.62,0,0,0.241947059,0.31032,0.431901961,0.810352941,1,0.5,-0.287273307,0.188900172,0
290,104,4,2,2.5,7.46,0,0,0.363705882,0.35808,0.410934641,0.624735294,1,0.3,-0.29603763,0.179560397,0
296,99,2,3,3.5,7.28,0,0,0.366211765,0.17472,0.403931373,0.724647059,1,0.433333333,-0.264601935,0.188597421,0
301,106,4,2.5,3,8.47,0,0,0.250155882,0.40656,0.435937908,0.708073529,1,0.366666667,-0.29735356,0.182884665,0
300,100,3,2,3,8.66,1,1,0.235882353,0.5196,0.430281046,0.687088235,0,0.666666667,-0.424503965,0.179648982,0
303,105,5,5,4.5,8.65,0,1,0.229132353,0.519,0.438529412,0.914044118,0,0.633333333,-0.440233333,0.195334887,0
297,100,1,1.5,2,7.9,0,0,0.309911765,0.0948,0.416143791,0.590882353,1,0.233333333,-0.20483207,0.196348812,0
298,99,1,1.5,3,7.46,0,0,0.346152941,0.08952,0.407911765,0.630617647,1,0.3,-0.219405333,0.194793025,0
302,102,3,3.5,5,8.33,0,1,0.2601,0.29988,0.428539216,0.855308824,0,0.566666667,-0.377363163,0.187513251,0
300,104,3,3.5,3,8.16,0,1,0.28,0.29376,0.427503268,0.749588235,0,0.433333333,-0.361637264,0.173729688,0
305,107,2,2.5,2.5,8.42,0,1,0.244676471,0.20208,0.876908497,0.684764706,0,0.333333333,0.434425168,0.198197618,1
295,99,2,2.5,3,7.65,0,0,0.33625,0.1836,0.409607843,0.683161765,1,0.366666667,-0.251841699,0.188624312,0
305,106,2,3,3,8.16,0,1,0.268,0.19584,0.865464052,0.728264706,0,0.4,0.444742257,0.198860579,1
301,104,3,3.5,4,8.12,1,1,0.281141176,0.4872,0.427326797,0.799323529,0,0.833333333,-0.449457342,0.194786522,0
305,105,2,3,2,8.23,0,1,0.261720588,0.19752,0.865019608,0.680014706,0,0.333333333,0.434203895,0.196613646,1
304,100,2,2.5,3.5,8.07,0,1,0.278447059,0.19368,0.422408497,0.725279412,0,0.4,-0.328565168,0.173431003,0
299,100,1,1.5,2,7.89,0,0,0.306144118,0.09468,0.416957516,0.592102941,1,0.233333333,-0.204110004,0.196480573,0
296,101,1,2.5,3,7.68,0,0,0.331388235,0.09216,0.413375817,0.684647059,0,0.366666667,-0.307284845,0.173256157,0
299,96,2,1.5,2,7.86,0,0,0.308782353,0.18864,0.410901961,0.591352941,1,0.233333333,-0.228194719,0.190897882,0
294,95,1,1.5,1.5,7.64,0,0,0.339364706,0.09168,0.403395425,0.557176471,1,0.2,-0.203091486,0.196498799,0
304,102,2,3,4,8.73,0,1,0.219435294,0.20952,0.436186275,0.791779412,0,0.466666667,-0.331380105,0.182201892,0
300,102,2,1.5,2,7.87,0,0,0.305588235,0.18888,0.419892157,0.592338235,1,0.233333333,-0.229883163,0.190933402,0
302,99,2,1,2,7.97,0,0,0.292076471,0.19128,0.418372549,0.571308824,1,0.2,-0.222165778,0.192219712,0
305,112,3,3,3.5,8.65,0,1,0.224044118,0.3114,0.898464052,0.765514706,0,0.433333333,0.478283355,0.201554295,1
301,100,3,3.5,3,8.04,0,1,0.288223529,0.28944,0.420437908,0.747323529,0,0.433333333,-0.360612932,0.173327999,0
305,105,2,3,4,8.13,0,1,0.270691176,0.19512,0.861686275,0.777514706,0,0.466666667,0.45353383,0.201637621,1
298,101,2,1.5,2,7.86,0,0,0.311094118,0.18864,0.417356209,0.590617647,1,0.233333333,-0.230473499,0.190757467,0
300,99,1,1,2.5,8.01,0,0,0.293235294,0.09612,0.418058824,0.595838235,1,0.233333333,-0.201644157,0.196827943,0
305,102,2,2,2.5,8.18,0,1,0.266205882,0.19632,0.855019608,0.653764706,0,0.3,0.427646641,0.194684639,1
297,96,2,2.5,1.5,7.89,0,0,0.310785294,0.18936,0.410421569,0.615632353,1,0.266666667,-0.233401752,0.19009877,0
305,103,2,2.5,3.5,8.13,0,0,0.270691176,0.19512,0.856130719,0.727514706,1,0.4,0.362719015,0.199540148,1
295,96,2,1.5,2,7.34,0,0,0.363147059,0.17616,0.40027451,0.575411765,1,0.233333333,-0.235254693,0.189978769,0
304,97,2,1.5,2,7.64,0,0,0.316894118,0.18336,0.411075163,0.589529412,1,0.233333333,-0.228850161,0.190900224,0
299,94,1,1,1,7.34,0,0,0.354511765,0.08808,0.399457516,0.503352941,0,0.133333333,-0.275481377,0.159955254,0
302,99,1,2,2,7.25,0,0,0.356029412,0.087,0.406372549,0.603308824,1,0.266666667,-0.216105229,0.19506308,0
303,100,2,3,3.5,8.06,1,1,0.281711765,0.3224,0.421751634,0.749294118,0,0.766666667,-0.394840436,0.188343299,0
300,102,3,3.5,2.5,8.17,0,1,0.279117647,0.29412,0.424892157,0.724838235,0,0.4,-0.356155007,0.170887848,0
297,98,2,2.5,3,7.67,0,0,0.330002941,0.18408,0.40953268,0.685132353,1,0.366666667,-0.25044142,0.188876974,0
301,104,2,3.5,3.5,7.89,1,1,0.301502941,0.3156,0.423493464,0.768573529,0,0.8,-0.402978257,0.191579285,0
298,92,1,2,2,7.88,0,0,0.309341176,0.09456,0.405189542,0.616117647,1,0.266666667,-0.20638027,0.195983654,0
301,98,1,2,3,8.03,1,1,0.289108824,0.1606,0.417493464,0.672073529,0,0.666666667,-0.338353159,0.181473501,0
304,101,2,2,2.5,7.66,0,0,0.315105882,0.18384,0.416964052,0.640029412,1,0.3,-0.239445002,0.189718286,0
297,96,2,2.5,2,7.43,0,0,0.350967647,0.17832,0.402754902,0.629132353,1,0.3,-0.242875268,0.188853535,0
290,100,1,1.5,2,7.56,0,0,0.355176471,0.09072,0.407045752,0.577235294,1,0.233333333,-0.212296749,0.195372642,0
303,98,1,2,2.5,7.65,0,0,0.31825,0.0918,0.412140523,0.639044118,1,0.3,-0.214374336,0.195550012,0
300,100,3,3,3.5,8.26,0,1,0.271176471,0.29736,0.423614379,0.752088235,0,0.433333333,-0.359407285,0.174036168,0
302,101,2,2.5,3.5,7.96,0,0,0.292964706,0.19104,0.42098366,0.721058824,1,0.4,-0.251014937,0.190331131,0
296,97,2,1.5,2,7.8,0,0,0.320941176,0.1872,0.409820261,0.587647059,1,0.233333333,-0.230468148,0.19054563,0
304,100,2,3.5,3,8.22,0,1,0.265035294,0.19728,0.424908497,0.754029412,0,0.433333333,-0.331582031,0.176922978,0
302,99,3,2.5,3,7.45,0,0,0.338264706,0.2682,0.409705882,0.683308824,1,0.366666667,-0.274976863,0.183644956,0
298,100,3,2.5,4,7.95,1,0,0.303205882,0.477,0.41746732,0.742867647,1,0.766666667,-0.360142266,0.178552729,0
297,101,3,2,4,7.67,1,0,0.330002941,0.4602,0.413699346,0.710132353,1,0.733333333,-0.356517865,0.175500332,0
300,98,1,2,2.5,8.02,0,1,0.292352941,0.09624,0.416836601,0.646088235,0,0.3,-0.29046827,0.169014701,0
301,96,1,3,4,7.56,0,0,0.330717647,0.09072,0.406882353,0.760323529,1,0.466666667,-0.239044549,0.197044979,0
299,100,3,2,3,7.42,0,0,0.347476471,0.26712,0.409124183,0.655352941,1,0.333333333,-0.272087076,0.183531723,0
305,104,2,2.5,1.5,7.79,0,0,0.301191176,0.18696,0.847575163,0.619014706,1,0.266666667,0.3470482,0.201181973,1
305,102,2,1.5,2.5,7.64,0,0,0.314647059,0.18336,0.837019608,0.615264706,1,0.266666667,0.346561621,0.200227309,1
299,100,2,2,2,7.88,0,0,0.307023529,0.18912,0.41679085,0.616852941,1,0.266666667,-0.234130736,0.190200172,0
295,99,1,2,1.5,7.57,0,0,0.343191176,0.09084,0.40827451,0.581161765,1,0.233333333,-0.209774458,0.195669607,0
301,102,3,2.5,2,8.13,1,1,0.280255882,0.4878,0.424715686,0.649573529,0,0.633333333,-0.420704967,0.173292795,0
304,107,3,3.5,3,7.86,0,0,0.297223529,0.28296,0.428630719,0.745029412,1,0.433333333,-0.283286153,0.185060754,0
298,97,2,2,3,7.21,0,0,0.368064706,0.17304,0.40096732,0.649367647,1,0.333333333,-0.249835285,0.188310392,0
305,96,4,3,4.5,8.26,0,0,0.259029412,0.39648,0.841019608,0.805764706,1,0.5,0.423535582,0.187081731,1
